date,time,open,high,low,close
2022.03.31,04:00,1.11502,1.11515,1.1088,1.11027
2022.03.31,08:00,1.11026,1.11327,1.10682,1.10926
2022.03.31,12:00,1.10927,1.10937,1.10608,1.1064
2022.03.31,16:00,1.1064,1.1076,1.10639,1.10726
2022.03.31,20:00,1.10727,1.10745,1.10595,1.10652
2022.04.01,00:00,1.10652,1.10757,1.10428,1.10524
2022.04.01,04:00,1.10524,1.10741,1.10414,1.10483
2022.04.01,08:00,1.10484,1.10591,1.10279,1.1044
2022.04.01,12:00,1.10441,1.1049,1.10325,1.10477
2022.04.01,16:00,1.10475,1.10524,1.10427,1.10427
2022.04.03,16:00,1.10301,1.10456,1.10301,1.10454
2022.04.03,20:00,1.10458,1.10544,1.10433,1.10478
2022.04.04,00:00,1.10477,1.10539,1.10273,1.10313
2022.04.04,04:00,1.10313,1.10383,1.0996,1.09966
2022.04.04,08:00,1.09967,1.1009,1.09791,1.09929
2022.04.04,12:00,1.09926,1.09927,1.09603,1.09696
2022.04.04,16:00,1.09697,1.09761,1.09686,1.09749
2022.04.04,20:00,1.09748,1.09797,1.09653,1.09723
2022.04.05,00:00,1.09722,1.09886,1.0962,1.09815
2022.04.05,04:00,1.09818,1.09853,1.09564,1.09672
2022.04.05,08:00,1.09676,1.09756,1.09191,1.09205
2022.04.05,12:00,1.09206,1.09231,1.09,1.09037
2022.04.05,16:00,1.09037,1.09081,1.09026,1.09058
2022.04.05,20:00,1.09058,1.09061,1.08906,1.09003
2022.04.06,00:00,1.09002,1.09019,1.08745,1.08952
2022.04.06,04:00,1.08951,1.09271,1.08912,1.09166
2022.04.06,08:00,1.09172,1.09379,1.09027,1.09103
2022.04.06,12:00,1.09101,1.09288,1.08787,1.09003
2022.04.06,16:00,1.09003,1.09018,1.08926,1.08975
2022.04.06,20:00,1.08975,1.09126,1.08966,1.0907
2022.04.07,00:00,1.09071,1.09341,1.08946,1.08978
2022.04.07,04:00,1.08979,1.09216,1.08644,1.0911
2022.04.07,08:00,1.0911,1.09383,1.08953,1.08984
2022.04.07,12:00,1.08984,1.09,1.08676,1.08722
2022.04.07,16:00,1.0872,1.08821,1.08602,1.0864
2022.04.07,20:00,1.08638,1.08717,1.08565,1.08638
2022.04.08,00:00,1.08637,1.0869,1.0848,1.08672
2022.04.08,04:00,1.08671,1.08917,1.08589,1.08634
2022.04.08,08:00,1.08633,1.08815,1.08364,1.0874
2022.04.08,12:00,1.08738,1.08851,1.0865,1.0878
2022.04.08,16:00,1.08781,1.08788,1.0872,1.08744
2022.04.10,16:00,1.09202,1.09202,1.08841,1.08841
2022.04.10,20:00,1.08842,1.08946,1.0875,1.08831
2022.04.11,00:00,1.08833,1.09135,1.08739,1.09098
2022.04.11,04:00,1.09096,1.09332,1.08978,1.09009
2022.04.11,08:00,1.0901,1.09059,1.08735,1.08756
2022.04.11,12:00,1.08755,1.08945,1.08727,1.08842
2022.04.11,16:00,1.0884,1.08859,1.08766,1.08769
2022.04.11,20:00,1.08769,1.08873,1.08665,1.08745
2022.04.12,00:00,1.08746,1.0883,1.08533,1.08706
2022.04.12,04:00,1.08708,1.08738,1.08545,1.08623
2022.04.12,08:00,1.08624,1.09036,1.08507,1.08525
2022.04.12,12:00,1.08526,1.08649,1.08211,1.08306
2022.04.12,16:00,1.08305,1.08313,1.08232,1.0826
2022.04.12,20:00,1.08259,1.08408,1.08113,1.08371
2022.04.13,00:00,1.08371,1.08447,1.0815,1.0838
2022.04.13,04:00,1.0838,1.08477,1.08232,1.08306
2022.04.13,08:00,1.0831,1.08732,1.08088,1.08717
2022.04.13,12:00,1.08716,1.08942,1.08716,1.08829
